PC1,PC2
-2.7601446419239495,-2.1389323476426116
-2.737150500667991,-0.40988627088179075
-3.6048688681834244,-1.8023842175839673
-2.8898259968735065,-1.9252186131303428
-3.392156076835721,-1.3118763884735947
-1.0481818968536754,-3.5150896912197283
-1.6099122828479335,-2.4066381595743267
-3.143130966743974,-0.7381610441757978
-2.240156896269542,-1.1754652881188643
-2.8476737761195197,-0.5560439658826734
-2.5974970566487645,-0.6979655372009198
-2.9492993731348434,-1.5553089642839837
-3.5300322663493118,-0.8825267962042366
-2.4061105404785517,-2.5923561750423962
-2.929084726967455,-1.274446947904483
-2.1814127788126196,-2.077537312734514
-2.3809277871356382,-2.5886674324185885
-3.2116172150412488,0.2512491044255908
-3.677918720973816,-0.8477478441497639
-2.465555798040447,-2.1937983036540936
-3.3705241454428605,-2.2162891398611366
-2.601955851224738,-1.7572293509792742
-2.6778394608645018,-2.760899131674546
-2.3870170912797186,-2.297346679712818
-3.2087581641980214,-2.7689195660475723
